yearmonth	eeacellcode	decimallatitude	decimallongitude	coordinateuncertaintyinmeters	familykey	family	specieskey	species	occurrences	year	month
2010-09-01	100mE39299N30287	50.23936	4.51336	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39299N30296	50.24747	4.51131	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39299N30297	50.24861	4.51098	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39301N30868	50.76026	4.4541	10.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39303N30252	50.20829	4.52268	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39303N30252	50.20774	4.52313	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39303N30255	50.21024	4.52095	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39304N30216	50.17597	4.52776	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39304N30216	50.17532	4.52748	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39304N30217	50.17708	4.52822	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39304N30250	50.20634	4.5242	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39304N30251	50.20702	4.5237	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39305N30218	50.17785	4.52852	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39305N30219	50.17857	4.52877	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39305N30245	50.20243	4.52666	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39305N30247	50.20323	4.5262	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39305N30247	50.20393	4.52576	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39305N30248	50.2046	4.52536	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39305N30249	50.2051	4.52505	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39305N30249	50.20563	4.52471	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39306N30220	50.17995	4.52921	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39306N30220	50.1793	4.52901	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39306N30224	50.18305	4.52995	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39306N30240	50.19753	4.52884	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39306N30242	50.19974	4.52799	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39306N30244	50.20042	4.52769	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39306N30244	50.20118	4.52731	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39306N30245	50.20175	4.52703	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39307N30230	50.1884	4.53045	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39307N30231	50.18935	4.53041	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39307N30233	50.19128	4.53025	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39307N30235	50.19308	4.52999	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39307N30238	50.19582	4.52938	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39307N30241	50.19818	4.5286	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39307N30242	50.19888	4.52834	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39308N30232	50.19027	4.53034	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39308N30234	50.19222	4.53012	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39343N31293	51.14385	4.46875	10.0	2416.0	Polygonaceae	2889173	Reynoutria japonica	1	2010	9
2010-09-01	100mE39343N31293	51.1438	4.4683	10.0	2416.0	Polygonaceae	2889173	Reynoutria japonica	1	2010	9
2010-09-01	100mE39347N31269	51.122	4.47722	10.0	2416.0	Polygonaceae	2889173	Reynoutria japonica	1	2010	9
2010-09-01	100mE39363N30844	50.74312	4.54517	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39365N30208	50.1733	4.61425	49.0	3064.0	Amaranthaceae	3083838	Chenopodium album	1	2010	9
2010-09-01	100mE39366N30207	50.17248	4.61515	49.0	7717.0	Solanaceae	2928751	Datura stramonium	1	2010	9
2010-09-01	100mE39366N30207	50.17248	4.61515	49.0	4691.0	Euphorbiaceae	3066386	Euphorbia peplus	1	2010	9
2010-09-01	100mE39366N30207	50.17248	4.61515	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39366N30208	50.17248	4.61515	49.0	4691.0	Euphorbiaceae	3066965	Euphorbia lathyris	1	2010	9
2010-09-01	100mE39366N30208	50.17248	4.61515	49.0	3065.0	Asteraceae	3103791	Matricaria discoidea	1	2010	9
2010-09-01	100mE39366N30208	50.17248	4.61515	49.0	2420.0	Plantaginaceae	3172077	Veronica persica	1	2010	9
2010-09-01	100mE39367N30837	50.73658	4.55193	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39369N30208	50.17374	4.61988	49.0	5386.0	Fabaceae	2971095	Melilotus albus	1	2010	9
2010-09-01	100mE39372N30210	50.17469	4.6233	49.0	2420.0	Plantaginaceae	3172077	Veronica persica	1	2010	9
2010-09-01	100mE39372N30829	50.73043	4.55884	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39375N30210	50.17472	4.62648	49.0	6710.0	Caprifoliaceae	8435025	Dipsacus fullonum	1	2010	9
2010-09-01	100mE39377N30210	50.17531	4.63079	49.0	2420.0	Plantaginaceae	3172077	Veronica persica	1	2010	9
2010-09-01	100mE39379N30347	50.29811	4.61985	49.0	3065.0	Asteraceae	8298495	Galinsoga quadriradiata	1	2010	9
2010-09-01	100mE39379N30822	50.72412	4.56929	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39382N30820	50.72246	4.57425	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39383N30343	50.295351	4.624815	20.0	6664.0	Salicaceae	6362904	Populus trichocarpa	1	2010	9
2010-09-01	100mE39383N30343	50.295351	4.624815	20.0	2430.0	Onagraceae	9188840	Epilobium ciliatum	1	2010	9
2010-09-01	100mE39383N30344	50.295351	4.624815	20.0	5386.0	Fabaceae	2971095	Melilotus albus	1	2010	9
2010-09-01	100mE39383N30344	50.295351	4.624815	20.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39383N30344	50.295351	4.624815	20.0	3065.0	Asteraceae	3122924	Pilosella aurantiaca	1	2010	9
2010-09-01	100mE39383N30344	50.295351	4.624815	20.0	3065.0	Asteraceae	3146791	Erigeron canadensis	1	2010	9
2010-09-01	100mE39384N30341	50.293675	4.625893	10.0	4688.0	Betulaceae	9148577	Alnus incana	1	2010	9
2010-09-01	100mE39385N30037	50.02112	4.658535	49.0	2416.0	Polygonaceae	2889173	Reynoutria japonica	1	2010	9
2010-09-01	100mE39385N30342	50.294281	4.628023	10.0	4688.0	Betulaceae	9148577	Alnus incana	1	2010	9
2010-09-01	100mE39386N30342	50.294083	4.628613	10.0	3065.0	Asteraceae	3146791	Erigeron canadensis	1	2010	9
2010-09-01	100mE39386N30817	50.7199	4.58066	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39387N30816	50.71905	4.58197	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39388N30815	50.7183	4.58361	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39388N30815	50.71818	4.58296	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39388N30816	50.71872	4.58262	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39389N30469	50.40827	4.620853	10.0	5386.0	Fabaceae	2971095	Melilotus albus	1	2010	9
2010-09-01	100mE39389N30469	50.40827	4.620853	10.0	3064.0	Amaranthaceae	3083838	Chenopodium album	1	2010	9
2010-09-01	100mE39389N30469	50.40827	4.620853	10.0	3065.0	Asteraceae	3146791	Erigeron canadensis	1	2010	9
2010-09-01	100mE39389N30469	50.40827	4.620853	10.0	6674.0	Primulaceae	3169340	Lysimachia punctata	1	2010	9
2010-09-01	100mE39389N30469	50.40827	4.620853	10.0	2420.0	Plantaginaceae	3172077	Veronica persica	1	2010	9
2010-09-01	100mE39389N30469	50.40827	4.620853	10.0	3112.0	Brassicaceae	5377060	Lepidium didymum	1	2010	9
2010-09-01	100mE39389N30469	50.40827	4.620853	10.0	2430.0	Onagraceae	8994150	Oenothera parviflora	1	2010	9
2010-09-01	100mE39389N30469	50.40827	4.620853	10.0	4688.0	Betulaceae	9148577	Alnus incana	1	2010	9
2010-09-01	100mE39389N30471	50.41007	4.620792	10.0	6713.0	Cornaceae	3082234	Cornus sanguinea	1	2010	9
2010-09-01	100mE39389N30472	50.410637	4.619472	10.0	2499.0	Juglandaceae	3054368	Juglans regia	1	2010	9
2010-09-01	100mE39389N30472	50.411123	4.62007	10.0	2499.0	Juglandaceae	3054368	Juglans regia	1	2010	9
2010-09-01	100mE39389N30815	50.71834	4.58426	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39389N30815	50.71809	4.58491	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39389N30815	50.71801	4.58432	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39390N30469	50.408596	4.621328	10.0	5386.0	Fabaceae	2971095	Melilotus albus	1	2010	9
2010-09-01	100mE39390N30469	50.408596	4.621328	10.0	2499.0	Juglandaceae	3054368	Juglans regia	1	2010	9
2010-09-01	100mE39390N30469	50.408596	4.621328	10.0	6713.0	Cornaceae	3082234	Cornus sanguinea	1	2010	9
2010-09-01	100mE39390N30469	50.408596	4.621328	10.0	2390.0	Scrophulariaceae	3173338	Buddleja davidii	1	2010	9
2010-09-01	100mE39390N30469	50.408596	4.621328	10.0	2518.0	Caryophyllaceae	6364031	Cerastium holosteoides	1	2010	9
2010-09-01	100mE39390N30469	50.408596	4.621328	10.0	2430.0	Onagraceae	8994150	Oenothera parviflora	1	2010	9
2010-09-01	100mE39390N30470	50.409817	4.621629	49.0	5015.0	Rosaceae	3025617	Cotoneaster horizontalis	1	2010	9
2010-09-01	100mE39390N30471	50.409817	4.621629	49.0	2499.0	Juglandaceae	3054368	Juglans regia	1	2010	9
2010-09-01	100mE39390N30471	50.409817	4.621629	49.0	6713.0	Cornaceae	3082234	Cornus sanguinea	1	2010	9
2010-09-01	100mE39390N30471	50.409748	4.621232	10.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39390N30471	50.409817	4.621629	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39390N30471	50.409748	4.621232	10.0	2390.0	Scrophulariaceae	3173338	Buddleja davidii	1	2010	9
2010-09-01	100mE39390N30471	50.409817	4.621629	49.0	5015.0	Rosaceae	5362573	Pyrus communis	1	2010	9
2010-09-01	100mE39390N30471	50.409748	4.621232	10.0	6710.0	Caprifoliaceae	8435025	Dipsacus fullonum	1	2010	9
2010-09-01	100mE39390N30814	50.71751	4.58638	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39392N30812	50.71597	4.58987	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39392N30813	50.71662	4.58866	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39393N30811	50.71519	4.59189	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39393N30812	50.71587	4.59061	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39394N30811	50.71511	4.59256	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39394N30811	50.71536	4.59191	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39395N30810	50.71426	4.59427	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39395N30811	50.7146	4.59386	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39395N30811	50.71468	4.59319	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39396N30810	50.71396	4.5955	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39398N30808	50.71294	4.59804	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39399N30598	50.52419	4.62076	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39399N30807	50.71229	4.59957	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39400N30350	50.30223	4.64862	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39400N30806	50.71126	4.60133	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39400N30807	50.71159	4.60104	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39401N30350	50.30223	4.64862	49.0	3073.0	Poaceae	2702808	Echinochloa crus-galli	1	2010	9
2010-09-01	100mE39401N30806	50.71062	4.60258	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39401N30806	50.71132	4.60159	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39401N30806	50.71083	4.60253	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39402N30601	50.52755	4.62535	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39402N30805	50.70967	4.60471	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39402N30805	50.70956	4.60452	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39402N30805	50.71017	4.60344	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39402N30805	50.71008	4.60395	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39403N30220	50.1861	4.66635	49.0	3064.0	Amaranthaceae	5384361	Amaranthus bouchonii	1	2010	9
2010-09-01	100mE39403N30601	50.52784	4.62611	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39403N30803	50.7091	4.60537	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39403N30803	50.70865	4.60615	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39404N30220	50.1861	4.66635	49.0	3073.0	Poaceae	2702808	Echinochloa crus-galli	1	2010	9
2010-09-01	100mE39404N30220	50.1861	4.66635	49.0	3073.0	Poaceae	5289686	Setaria verticillata	1	2010	9
2010-09-01	100mE39404N30802	50.70806	4.60712	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39405N30369	50.319369	4.653249	20.0	4676.0	Geraniaceae	2890122	Geranium pyrenaicum	1	2010	9
2010-09-01	100mE39405N30369	50.319369	4.653249	20.0	6713.0	Cornaceae	3082234	Cornus sanguinea	1	2010	9
2010-09-01	100mE39405N30369	50.319369	4.653249	20.0	2420.0	Plantaginaceae	3172077	Veronica persica	1	2010	9
2010-09-01	100mE39405N30369	50.319369	4.653249	20.0	2420.0	Plantaginaceae	8200663	Cymbalaria muralis	1	2010	9
2010-09-01	100mE39405N30802	50.70734	4.60824	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39407N30798	50.70439	4.61182	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39408N30796	50.70257	4.61359	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39411N30787	50.6949	4.6192	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39412N30787	50.69479	4.61941	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39415N30773	50.68237	4.62616	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39415N30773	50.68253	4.62574	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39415N30774	50.68304	4.62586	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39416N30768	50.67861	4.62804	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39416N30770	50.67936	4.62766	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39416N30770	50.67997	4.62735	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39416N30770	50.67962	4.62714	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39416N30771	50.68044	4.62678	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39417N30764	50.67445	4.63054	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39417N30765	50.67567	4.62938	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39417N30765	50.67489	4.6299	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39417N30768	50.67755	4.62861	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39418N30763	50.67381	4.631	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39418N30763	50.67382	4.63063	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39418N30763	50.67327	4.63141	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39418N30763	50.67333	4.631	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39418N30765	50.67514	4.63007	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39419N30759	50.6705	4.63388	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39419N30760	50.67131	4.63309	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39419N30761	50.67219	4.63192	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39419N30761	50.67195	4.63252	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39419N30762	50.67256	4.63198	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39420N30745	50.65798	4.63568	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39421N30757	50.66854	4.63608	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39421N30759	50.66969	4.63472	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39425N30731	50.64564	4.64477	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39425N30732	50.64587	4.6446	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39425N30753	50.66506	4.64159	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39426N30730	50.64455	4.64554	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39426N30751	50.66393	4.64298	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39427N30447	50.390778	4.676056	10.0	2499.0	Juglandaceae	3054368	Juglans regia	1	2010	9
2010-09-01	100mE39427N30751	50.66362	4.6448	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39428N30725	50.63948	4.649	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39432N30748	50.66132	4.65161	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39432N30748	50.66108	4.65243	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39433N30747	50.66077	4.65368	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39433N30747	50.66054	4.6546	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39434N30747	50.66038	4.65525	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39435N30393	50.342646	4.692085	20.0	2430.0	Onagraceae	8994150	Oenothera parviflora	1	2010	9
2010-09-01	100mE39441N30682	50.60263	4.67219	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39441N30684	50.60443	4.67103	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39444N30451	50.396065	4.699488	20.0	3065.0	Asteraceae	8298495	Galinsoga quadriradiata	1	2010	9
2010-09-01	100mE39444N30451	50.39606	4.69949	20.0	3065.0	Asteraceae	8298495	Galinsoga quadriradiata	1	2010	9
2010-09-01	100mE39444N30515	50.452774	4.693579	10.0	2416.0	Polygonaceae	2889173	Reynoutria japonica	1	2010	9
2010-09-01	100mE39444N30515	50.452774	4.693579	10.0	2390.0	Scrophulariaceae	3173338	Buddleja davidii	1	2010	9
2010-09-01	100mE39444N30515	50.452774	4.693579	10.0	5386.0	Fabaceae	5352251	Robinia pseudoacacia	1	2010	9
2010-09-01	100mE39444N30742	50.65722	4.67043	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39444N30743	50.6574	4.66957	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39445N30515	50.452774	4.693579	10.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39445N30670	50.59271	4.67842	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39446N30666	50.58837	4.68118	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39446N30667	50.58923	4.68062	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39446N30742	50.65666	4.67337	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39447N30663	50.5854	4.68304	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39447N30665	50.58771	4.6816	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39447N30742	50.65647	4.67432	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39448N30661	50.58459	4.68355	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39448N30742	50.6562	4.67559	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39449N30656	50.57965	4.6867	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39449N30658	50.58154	4.68549	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39449N30658	50.58112	4.68576	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39449N30659	50.58247	4.68492	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39449N30659	50.58203	4.68519	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39449N30660	50.58369	4.68414	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39449N30660	50.58311	4.6845	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39449N30740	50.65575	4.67781	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39449N30741	50.65601	4.67652	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39450N30649	50.57363	4.687332	10.0	2416.0	Polygonaceae	2889173	Reynoutria japonica	1	2010	9
2010-09-01	100mE39450N30649	50.57363	4.687332	10.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39450N30649	50.57363	4.687332	10.0	3065.0	Asteraceae	3146791	Erigeron canadensis	1	2010	9
2010-09-01	100mE39450N30649	50.57363	4.687332	10.0	2390.0	Scrophulariaceae	3173338	Buddleja davidii	1	2010	9
2010-09-01	100mE39450N30654	50.57841	4.68748	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39450N30655	50.57929	4.68692	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39450N30657	50.58028	4.68629	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39450N30740	50.65556	4.67877	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39451N30450	50.394974	4.709262	20.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39451N30450	50.395	4.70839	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
2010-09-01	100mE39451N30653	50.57766	4.68795	49.0	3065.0	Asteraceae	3109086	Senecio inaequidens	1	2010	9
